date,home_score,away_score,tournament,city,country,neutral,home_id,away_id,tier,match_id,home_team_name,away_team_name,shootout_winner_id
2004-07-25,2,2,Copa América,Lima,Peru,true,argentina,brazil,continental,20040725-argentina-brazil,Argentina,Brazil,brazil
2004-09-08,1,1,Friendly,Berlin,Germany,false,germany,brazil,friendly,20040908-germany-brazil,Germany,Brazil,
2004-11-17,1,0,Friendly,Madrid,Spain,false,spain,england,friendly,20041117-spain-england,Spain,England,
2005-02-09,0,0,Friendly,Birmingham,England,false,england,netherlands,friendly,20050209-england-netherlands,England,Netherlands,
2005-02-09,2,2,Friendly,Düsseldorf,Germany,false,germany,argentina,friendly,20050209-germany-argentina,Germany,Argentina,
2005-06-08,3,1,FIFA World Cup qualification,Buenos Aires,Argentina,false,argentina,brazil,qualifier,20050608-argentina-brazil,Argentina,Brazil,
2005-06-21,2,2,Confederations Cup,Nuremberg,Germany,false,germany,argentina,continental,20050621-germany-argentina,Germany,Argentina,
2005-06-25,2,3,Confederations Cup,Nuremberg,Germany,false,germany,brazil,continental,20050625-germany-brazil,Germany,Brazil,
2005-06-29,4,1,Confederations Cup,Frankfurt,Germany,true,brazil,argentina,continental,20050629-brazil-argentina,Brazil,Argentina,
2005-08-17,2,2,Friendly,Rotterdam,Netherlands,false,netherlands,germany,friendly,20050817-netherlands-germany,Netherlands,Germany,
2005-11-12,3,2,Friendly,Geneva,Switzerland,true,england,argentina,friendly,20051112-england-argentina,England,Argentina,
2005-11-12,0,0,Friendly,Saint-Denis,France,false,france,germany,friendly,20051112-france-germany,France,Germany,
2005-11-12,1,3,Friendly,Amsterdam,Netherlands,false,netherlands,italy,friendly,20051112-netherlands-italy,Netherlands,Italy,
2006-03-01,4,1,Friendly,Florence,Italy,false,italy,germany,friendly,20060301-italy-germany,Italy,Germany,
2006-06-21,0,0,FIFA World Cup,Frankfurt,Germany,true,netherlands,argentina,world_cup,20060621-netherlands-argentina,Netherlands,Argentina,
2006-06-27,1,3,FIFA World Cup,Hanover,Germany,true,spain,france,world_cup,20060627-spain-france,Spain,France,
2006-06-30,1,1,FIFA World Cup,Berlin,Germany,false,germany,argentina,world_cup,20060630-germany-argentina,Germany,Argentina,germany
2006-07-01,0,1,FIFA World Cup,Frankfurt,Germany,true,brazil,france,world_cup,20060701-brazil-france,Brazil,France,
2006-07-04,0,2,FIFA World Cup,Dortmund,Germany,false,germany,italy,world_cup,20060704-germany-italy,Germany,Italy,
2006-07-09,1,1,FIFA World Cup,Berlin,Germany,true,italy,france,world_cup,20060709-italy-france,Italy,France,italy
2006-09-03,0,3,Friendly,London,England,true,argentina,brazil,friendly,20060903-argentina-brazil,Argentina,Brazil,
2006-09-06,3,1,UEFA Euro qualification,Saint-Denis,France,false,france,italy,qualifier,20060906-france-italy,France,Italy,
2006-10-11,2,1,Friendly,Murcia,Spain,false,spain,argentina,friendly,20061011-spain-argentina,Spain,Argentina,
2006-11-15,1,1,Friendly,Amsterdam,Netherlands,false,netherlands,england,friendly,20061115-netherlands-england,Netherlands,England,
2007-02-07,0,1,Friendly,Manchester,England,false,england,spain,friendly,20070207-england-spain,England,Spain,
2007-02-07,0,1,Friendly,Saint-Denis,France,false,france,argentina,friendly,20070207-france-argentina,France,Argentina,
2007-06-01,1,1,Friendly,London,England,false,england,brazil,friendly,20070601-england-brazil,England,Brazil,
2007-07-15,3,0,Copa América,Maracaibo,Venezuela,true,brazil,argentina,continental,20070715-brazil-argentina,Brazil,Argentina,
2007-08-22,1,2,Friendly,London,England,false,england,germany,friendly,20070822-england-germany,England,Germany,
2007-09-08,0,0,UEFA Euro qualification,Milan,Italy,false,italy,france,qualifier,20070908-italy-france,Italy,France,
2008-02-06,1,0,Friendly,Málaga,Spain,false,spain,france,friendly,20080206-spain-france,Spain,France,
2008-03-26,1,0,Friendly,Saint-Denis,France,false,france,england,friendly,20080326-france-england,France,England,
2008-03-26,1,0,Friendly,Elche,Spain,false,spain,italy,friendly,20080326-spain-italy,Spain,Italy,
2008-06-09,3,0,UEFA Euro,Bern,Switzerland,true,netherlands,italy,continental,20080609-netherlands-italy,Netherlands,Italy,
2008-06-13,4,1,UEFA Euro,Bern,Switzerland,true,netherlands,france,continental,20080613-netherlands-france,Netherlands,France,
2008-06-17,0,2,UEFA Euro,Zürich,Switzerland,true,france,italy,continental,20080617-france-italy,France,Italy,
2008-06-18,0,0,FIFA World Cup qualification,Belo Horizonte,Brazil,false,brazil,argentina,qualifier,20080618-brazil-argentina,Brazil,Argentina,
2008-06-22,0,0,UEFA Euro,Vienna,Austria,true,spain,italy,continental,20080622-spain-italy,Spain,Italy,spain
2008-06-29,0,1,UEFA Euro,Vienna,Austria,true,germany,spain,continental,20080629-germany-spain,Germany,Spain,
2008-11-19,1,2,Friendly,Berlin,Germany,false,germany,england,friendly,20081119-germany-england,Germany,England,
2009-02-10,2,0,Friendly,London,England,true,brazil,italy,friendly,20090210-brazil-italy,Brazil,Italy,
2009-02-11,0,2,Friendly,Marseille,France,false,france,argentina,friendly,20090211-france-argentina,France,Argentina,
2009-02-11,2,0,Friendly,Seville,Spain,false,spain,england,friendly,20090211-spain-england,Spain,England,
2009-06-21,0,3,Confederations Cup,Pretoria,South Africa,true,italy,brazil,continental,20090621-italy-brazil,Italy,Brazil,
2009-08-12,2,2,Friendly,Amsterdam,Netherlands,false,netherlands,england,friendly,20090812-netherlands-england,Netherlands,England,
2009-09-05,1,3,FIFA World Cup qualification,Rosario,Argentina,false,argentina,brazil,qualifier,20090905-argentina-brazil,Argentina,Brazil,
2009-11-14,1,0,Friendly,Doha,Qatar,true,brazil,england,friendly,20091114-brazil-england,Brazil,England,
2009-11-14,0,0,Friendly,Pescara,Italy,false,italy,netherlands,friendly,20091114-italy-netherlands,Italy,Netherlands,
2009-11-14,2,1,Friendly,Madrid,Spain,false,spain,argentina,friendly,20091114-spain-argentina,Spain,Argentina,
2010-03-03,0,2,Friendly,Saint-Denis,France,false,france,spain,friendly,20100303-france-spain,France,Spain,
2010-03-03,0,1,Friendly,Munich,Germany,false,germany,argentina,friendly,20100303-germany-argentina,Germany,Argentina,
2010-06-27,4,1,FIFA World Cup,Bloemfontein,South Africa,true,germany,england,world_cup,20100627-germany-england,Germany,England,
2010-07-02,2,1,FIFA World Cup,Port Elizabeth,South Africa,true,netherlands,brazil,world_cup,20100702-netherlands-brazil,Netherlands,Brazil,
2010-07-03,0,4,FIFA World Cup,Cape Town,South Africa,true,argentina,germany,world_cup,20100703-argentina-germany,Argentina,Germany,
2010-07-07,0,1,FIFA World Cup,Durban,South Africa,true,germany,spain,world_cup,20100707-germany-spain,Germany,Spain,
2010-07-11,0,1,FIFA World Cup,Johannesburg,South Africa,true,netherlands,spain,world_cup,20100711-netherlands-spain,Netherlands,Spain,
2010-09-07,4,1,Friendly,Buenos Aires,Argentina,false,argentina,spain,friendly,20100907-argentina-spain,Argentina,Spain,
2010-11-17,1,0,Friendly,Doha,Qatar,true,argentina,brazil,friendly,20101117-argentina-brazil,Argentina,Brazil,
2010-11-17,1,2,Friendly,London,England,false,england,france,friendly,20101117-england-france,England,France,
2011-02-09,1,0,Friendly,Saint-Denis,France,false,france,brazil,friendly,20110209-france-brazil,France,Brazil,
2011-02-09,1,1,Friendly,Dortmund,Germany,false,germany,italy,friendly,20110209-germany-italy,Germany,Italy,
2011-06-04,0,0,Friendly,Goiânia,Brazil,false,brazil,netherlands,friendly,20110604-brazil-netherlands,Brazil,Netherlands,
2011-08-10,3,2,Friendly,Stuttgart,Germany,false,germany,brazil,friendly,20110810-germany-brazil,Germany,Brazil,
2011-08-10,2,1,Friendly,Bari,Italy,false,italy,spain,friendly,20110810-italy-spain,Italy,Spain,
2011-09-14,0,0,Superclásico de las Américas,Córdoba,Argentina,false,argentina,brazil,other,20110914-argentina-brazil,Argentina,Brazil,
2011-09-28,2,0,Superclásico de las Américas,Belém,Brazil,false,brazil,argentina,other,20110928-brazil-argentina,Brazil,Argentina,
2011-11-12,1,0,Friendly,London,England,false,england,spain,friendly,20111112-england-spain,England,Spain,
2011-11-15,3,0,Friendly,Hamburg,Germany,false,germany,netherlands,friendly,20111115-germany-netherlands,Germany,Netherlands,
2012-02-29,2,3,Friendly,London,England,false,england,netherlands,friendly,20120229-england-netherlands,England,Netherlands,
2012-02-29,1,2,Friendly,Bremen,Germany,false,germany,france,friendly,20120229-germany-france,Germany,France,
2012-06-09,3,4,Friendly,East Rutherford,United States,true,brazil,argentina,friendly,20120609-brazil-argentina,Brazil,Argentina,
2012-06-10,1,1,UEFA Euro,Gdańsk,Poland,true,spain,italy,continental,20120610-spain-italy,Spain,Italy,
2012-06-11,1,1,UEFA Euro,Donetsk,Ukraine,true,france,england,continental,20120611-france-england,France,England,
2012-06-13,1,2,UEFA Euro,Kharkiv,Ukraine,true,netherlands,germany,continental,20120613-netherlands-germany,Netherlands,Germany,
2012-06-23,2,0,UEFA Euro,Donetsk,Ukraine,true,spain,france,continental,20120623-spain-france,Spain,France,
2012-06-24,0,0,UEFA Euro,Kyiv,Ukraine,true,england,italy,continental,20120624-england-italy,England,Italy,italy
2012-06-28,1,2,UEFA Euro,Warsaw,Poland,true,germany,italy,continental,20120628-germany-italy,Germany,Italy,
2012-07-01,4,0,UEFA Euro,Kyiv,Ukraine,true,spain,italy,continental,20120701-spain-italy,Spain,Italy,
2012-08-15,2,1,Friendly,Bern,Switzerland,true,england,italy,friendly,20120815-england-italy,England,Italy,
2012-08-15,1,3,Friendly,Frankfurt,Germany,false,germany,argentina,friendly,20120815-germany-argentina,Germany,Argentina,
2012-09-19,2,1,Superclásico de las Américas,Goiânia,Brazil,false,brazil,argentina,other,20120919-brazil-argentina,Brazil,Argentina,
2012-10-16,1,1,FIFA World Cup qualification,Madrid,Spain,false,spain,france,qualifier,20121016-spain-france,Spain,France,
2012-11-14,1,2,Friendly,Parma,Italy,false,italy,france,friendly,20121114-italy-france,Italy,France,
2012-11-14,0,0,Friendly,Amsterdam,Netherlands,false,netherlands,germany,friendly,20121114-netherlands-germany,Netherlands,Germany,
2012-11-21,2,1,Superclásico de las Américas,Buenos Aires,Argentina,false,argentina,brazil,other,20121121-argentina-brazil,Argentina,Brazil,brazil
2013-02-06,2,1,Friendly,London,England,false,england,brazil,friendly,20130206-england-brazil,England,Brazil,
2013-02-06,1,2,Friendly,Saint-Denis,France,false,france,germany,friendly,20130206-france-germany,France,Germany,
2013-02-06,1,1,Friendly,Amsterdam,Netherlands,false,netherlands,italy,friendly,20130206-netherlands-italy,Netherlands,Italy,
2013-03-21,2,2,Friendly,Geneva,Switzerland,true,italy,brazil,friendly,20130321-italy-brazil,Italy,Brazil,
2013-03-26,0,1,FIFA World Cup qualification,Saint-Denis,France,false,france,spain,qualifier,20130326-france-spain,France,Spain,
2013-06-02,2,2,Friendly,Rio de Janeiro,Brazil,false,brazil,england,friendly,20130602-brazil-england,Brazil,England,
2013-06-09,3,0,Friendly,Porto Alegre,Brazil,false,brazil,france,friendly,20130609-brazil-france,Brazil,France,
2013-06-22,4,2,Confederations Cup,Salvador,Brazil,false,brazil,italy,continental,20130622-brazil-italy,Brazil,Italy,
2013-06-27,0,0,Confederations Cup,Fortaleza,Brazil,true,spain,italy,continental,20130627-spain-italy,Spain,Italy,spain
2013-06-30,3,0,Confederations Cup,Rio de Janeiro,Brazil,false,brazil,spain,continental,20130630-brazil-spain,Brazil,Spain,
2013-08-14,1,2,Friendly,Rome,Italy,false,italy,argentina,friendly,20130814-italy-argentina,Italy,Argentina,
2013-11-15,1,1,Friendly,Milan,Italy,false,italy,germany,friendly,20131115-italy-germany,Italy,Germany,
2013-11-19,0,1,Friendly,London,England,false,england,germany,friendly,20131119-england-germany,England,Germany,
2014-03-05,2,0,Friendly,Saint-Denis,France,false,france,netherlands,friendly,20140305-france-netherlands,France,Netherlands,
2014-03-05,1,0,Friendly,Madrid,Spain,false,spain,italy,friendly,20140305-spain-italy,Spain,Italy,
2014-06-13,1,5,FIFA World Cup,Salvador,Brazil,true,spain,netherlands,world_cup,20140613-spain-netherlands,Spain,Netherlands,
2014-06-14,1,2,FIFA World Cup,Manaus,Brazil,true,england,italy,world_cup,20140614-england-italy,England,Italy,
2014-07-04,0,1,FIFA World Cup,Rio de Janeiro,Brazil,true,france,germany,world_cup,20140704-france-germany,France,Germany,
2014-07-08,1,7,FIFA World Cup,Belo Horizonte,Brazil,false,brazil,germany,world_cup,20140708-brazil-germany,Brazil,Germany,
2014-07-09,0,0,FIFA World Cup,São Paulo,Brazil,true,netherlands,argentina,world_cup,20140709-netherlands-argentina,Netherlands,Argentina,argentina
2014-07-12,0,3,FIFA World Cup,Brasília,Brazil,false,brazil,netherlands,world_cup,20140712-brazil-netherlands,Brazil,Netherlands,
2014-07-13,1,0,FIFA World Cup,Rio de Janeiro,Brazil,true,germany,argentina,world_cup,20140713-germany-argentina,Germany,Argentina,
2014-09-03,2,4,Friendly,Düsseldorf,Germany,false,germany,argentina,friendly,20140903-germany-argentina,Germany,Argentina,
2014-09-04,1,0,Friendly,Saint-Denis,France,false,france,spain,friendly,20140904-france-spain,France,Spain,
2014-09-04,2,0,Friendly,Bari,Italy,false,italy,netherlands,friendly,20140904-italy-netherlands,Italy,Netherlands,
2014-10-11,0,2,Superclásico de las Américas,Beijing,China,true,argentina,brazil,other,20141011-argentina-brazil,Argentina,Brazil,
2014-11-18,0,1,Friendly,Vigo,Spain,false,spain,germany,friendly,20141118-spain-germany,Spain,Germany,
2015-03-26,1,3,Friendly,Saint-Denis,France,false,france,brazil,friendly,20150326-france-brazil,France,Brazil,
2015-03-31,1,1,Friendly,Turin,Italy,false,italy,england,friendly,20150331-italy-england,Italy,England,
2015-03-31,2,0,Friendly,Amsterdam,Netherlands,false,netherlands,spain,friendly,20150331-netherlands-spain,Netherlands,Spain,
2015-11-13,1,1,FIFA World Cup qualification,Buenos Aires,Argentina,false,argentina,brazil,qualifier,20151113-argentina-brazil,Argentina,Brazil,
2015-11-13,2,0,Friendly,Saint-Denis,France,false,france,germany,friendly,20151113-france-germany,France,Germany,
2015-11-13,2,0,Friendly,Alicante,Spain,false,spain,england,friendly,20151113-spain-england,Spain,England,
2015-11-17,2,0,Friendly,London,England,false,england,france,friendly,20151117-england-france,England,France,
2016-03-24,1,1,Friendly,Udine,Italy,false,italy,spain,friendly,20160324-italy-spain,Italy,Spain,
2016-03-25,2,3,Friendly,Amsterdam,Netherlands,false,netherlands,france,friendly,20160325-netherlands-france,Netherlands,France,
2016-03-26,2,3,Friendly,Berlin,Germany,false,germany,england,friendly,20160326-germany-england,Germany,England,
2016-03-29,1,2,Friendly,London,England,false,england,netherlands,friendly,20160329-england-netherlands,England,Netherlands,
2016-03-29,4,1,Friendly,Munich,Germany,false,germany,italy,friendly,20160329-germany-italy,Germany,Italy,
2016-06-27,2,0,UEFA Euro,Saint-Denis,France,true,italy,spain,continental,20160627-italy-spain,Italy,Spain,
2016-07-02,1,1,UEFA Euro,Bordeaux,France,true,germany,italy,continental,20160702-germany-italy,Germany,Italy,germany
